"Plot Title: Room 12"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 10561435, SEN S/N: 10561435)","RH, % (LGR S/N: 10561435, SEN S/N: 10561435)","DewPt, °C (LGR S/N: 10561435, SEN S/N: 10561435)","Started (LGR S/N: 10561435, SEN S/N: 10561435)","Chan 2 Alarm Tripped (LGR S/N: 10561435, SEN S/N: 10561435)","Button Up (LGR S/N: 10561435, SEN S/N: 10561435)","Chan 2 Alarm Cleared (LGR S/N: 10561435, SEN S/N: 10561435)","Chan 1 Alarm Tripped (LGR S/N: 10561435, SEN S/N: 10561435)","Chan 1 Alarm Cleared (LGR S/N: 10561435, SEN S/N: 10561435)","Button Down (LGR S/N: 10561435, SEN S/N: 10561435)","Stopped (LGR S/N: 10561435, SEN S/N: 10561435)","Host Connected (LGR S/N: 10561435, SEN S/N: 10561435)","End Of File (LGR S/N: 10561435, SEN S/N: 10561435)"
1,11/11/14 05:19:07 PM,25.264,34.487,8.506,Logged,Logged,,,,,,,,
2,11/11/14 05:19:08 PM,,,,,,Logged,,,,,,,
3,11/11/14 05:19:15 PM,,,,,,,Logged,,,,,,
4,11/11/14 05:19:22 PM,,,,,Logged,,,,,,,,
5,11/11/14 05:24:07 PM,26.163,43.817,12.907,,,,,,,,,,
6,11/11/14 05:29:07 PM,25.361,38.118,10.080,,,,,,,,,,
7,11/11/14 05:34:07 PM,24.973,41.234,10.913,,,,,,,,,,
8,11/11/14 05:39:07 PM,25.871,43.653,12.585,,,,,,,,,,
9,11/11/14 05:44:07 PM,25.336,37.884,9.966,,,,,,,,,,
10,11/11/14 05:49:07 PM,24.973,40.677,10.708,,,,,,,,,,
11,11/11/14 05:54:07 PM,25.847,43.845,12.630,,,,,,,,,,
12,11/11/14 05:59:07 PM,25.264,38.273,10.054,,,,,,,,,,
13,11/11/14 06:04:07 PM,24.900,40.637,10.628,,,,,,,,,,
14,11/11/14 06:09:07 PM,25.993,44.643,13.038,,,,,,,,,,
15,11/11/14 06:14:07 PM,25.409,38.486,10.267,,,,,,,,,,
16,11/11/14 06:19:07 PM,24.852,36.444,8.960,,,,,,,,,,
17,11/11/14 06:19:22 PM,,,,,,,,Logged,,,,,
18,11/11/14 06:24:07 PM,25.458,47.807,13.603,,,,,,,,,,
19,11/11/14 06:29:07 PM,25.603,41.074,11.420,,,,,,,,,,
20,11/11/14 06:34:07 PM,25.118,37.034,9.435,,,,,,,,,,
21,11/11/14 06:39:07 PM,24.973,43.939,11.873,,,,,,,,,,
22,11/11/14 06:44:07 PM,25.822,43.289,12.414,,,,,,,,,,
23,11/11/14 06:49:07 PM,25.239,38.205,10.006,,,,,,,,,,
24,11/11/14 06:54:07 PM,24.755,39.637,10.125,,,,,,,,,,
25,11/11/14 06:59:07 PM,25.895,46.057,13.428,,,,,,,,,,
26,11/11/14 07:04:07 PM,25.433,39.116,10.532,,,,,,,,,,
27,11/11/14 07:09:07 PM,24.876,37.043,9.224,,,,,,,,,,
28,11/11/14 07:14:07 PM,25.579,49.041,14.107,,,,,,,,,,
29,11/11/14 07:19:07 PM,25.603,40.877,11.347,,,,,,,,,,
30,11/11/14 07:24:07 PM,25.045,37.358,9.500,,,,,,,,,,
31,11/11/14 07:29:07 PM,25.118,45.381,12.496,,,,,,,,,,
32,11/11/14 07:34:07 PM,25.749,42.824,12.183,,,,,,,,,,
33,11/11/14 07:39:07 PM,25.167,38.065,9.887,,,,,,,,,,
34,11/11/14 07:44:07 PM,24.706,36.596,8.894,,,,,,,,,,
35,11/11/14 07:49:07 PM,25.215,47.809,13.382,,,,,,,,,,
36,11/11/14 07:54:07 PM,25.652,42.650,12.034,,,,,,,,,,
37,11/11/14 07:59:07 PM,25.118,38.192,9.893,,,,,,,,,,
38,11/11/14 08:04:07 PM,24.803,41.934,11.014,,,,,,,,,,
39,11/11/14 08:09:07 PM,25.920,45.671,13.321,,,,,,,,,,
40,11/11/14 08:14:07 PM,25.361,39.339,10.552,,,,,,,,,,
41,11/11/14 08:19:07 PM,24.852,37.074,9.215,,,,,,,,,,
42,11/11/14 08:24:07 PM,25.482,49.060,14.024,,,,,,,,,,
43,11/11/14 08:29:07 PM,25.603,41.794,11.683,,,,,,,,,,
44,11/11/14 08:34:07 PM,24.924,38.172,9.714,,,,,,,,,,
45,11/11/14 08:39:07 PM,23.501,51.815,13.042,,,,,,,,,,
46,11/11/14 08:44:07 PM,22.949,52.117,12.621,,,,,,,,,,
47,11/11/14 08:49:07 PM,21.513,56.152,12.426,,,,,,,,,,
48,11/11/14 08:54:07 PM,22.062,65.912,15.415,,,,,,,,,,
49,11/11/14 08:59:07 PM,20.821,55.339,11.560,,,,,,,,,,
50,11/11/14 09:04:07 PM,21.036,68.318,14.995,,,,,,,,,,
51,11/11/14 09:09:07 PM,21.656,67.986,15.512,,,,,,,,,,
52,11/11/14 09:14:07 PM,20.321,64.475,13.420,,,,,,,,,,
53,11/11/14 09:19:07 PM,20.940,71.241,15.557,,,,,,,,,,
54,11/11/14 09:24:07 PM,21.561,69.241,15.707,,,,,,,,,,
55,11/11/14 09:29:07 PM,20.225,66.782,13.870,,,,,,,,,,
56,11/11/14 09:34:07 PM,20.892,71.933,15.663,,,,,,,,,,
57,11/11/14 09:39:07 PM,21.537,70.797,16.032,,,,,,,,,,
58,11/11/14 09:44:07 PM,20.201,67.044,13.908,,,,,,,,,,
59,11/11/14 09:49:07 PM,20.821,72.036,15.616,,,,,,,,,,
60,11/11/14 09:54:07 PM,21.489,70.993,16.029,,,,,,,,,,
61,11/11/14 09:59:07 PM,20.154,66.561,13.751,,,,,,,,,,
62,11/11/14 10:04:07 PM,20.702,71.897,15.471,,,,,,,,,,
63,11/11/14 10:09:07 PM,21.417,70.510,15.854,,,,,,,,,,
64,11/11/14 10:14:07 PM,20.201,65.589,13.570,,,,,,,,,,
65,11/11/14 10:19:07 PM,20.678,71.221,15.301,,,,,,,,,,
66,11/11/14 10:24:07 PM,21.393,69.358,15.573,,,,,,,,,,
67,11/11/14 10:29:07 PM,20.178,64.929,13.392,,,,,,,,,,
68,11/11/14 10:34:07 PM,20.606,70.476,15.069,,,,,,,,,,
69,11/11/14 10:39:07 PM,21.370,68.201,15.288,,,,,,,,,,
70,11/11/14 10:44:07 PM,20.154,64.207,13.198,,,,,,,,,,
71,11/11/14 10:49:07 PM,20.606,69.390,14.827,,,,,,,,,,
72,11/11/14 10:54:07 PM,21.370,66.776,14.959,,,,,,,,,,
73,11/11/14 10:59:07 PM,20.106,63.960,13.094,,,,,,,,,,
74,11/11/14 11:04:07 PM,20.583,68.236,14.544,,,,,,,,,,
75,11/11/14 11:09:07 PM,21.346,65.279,14.584,,,,,,,,,,
76,11/11/14 11:14:07 PM,20.154,64.087,13.169,,,,,,,,,,
77,11/11/14 11:19:07 PM,20.678,66.267,14.182,,,,,,,,,,
78,11/11/14 11:24:07 PM,21.393,62.490,13.954,,,,,,,,,,
79,11/11/14 11:29:07 PM,20.082,65.419,13.417,,,,,,,,,,
80,11/11/14 11:34:07 PM,20.821,64.261,13.843,,,,,,,,,,
81,11/11/14 11:39:07 PM,21.322,58.890,12.975,,,,,,,,,,
82,11/11/14 11:44:07 PM,20.082,65.627,13.466,,,,,,,,,,
83,11/11/14 11:49:07 PM,20.940,62.566,13.545,,,,,,,,,,
84,11/11/14 11:54:07 PM,21.083,56.581,12.142,,,,,,,,,,
85,11/11/14 11:59:07 PM,20.178,64.570,13.307,,,,,,,,,,
86,11/12/14 12:04:07 AM,21.059,61.255,13.332,,,,,,,,,,
87,11/12/14 12:09:07 AM,20.749,54.647,11.304,,,,,,,,,,
88,11/12/14 12:14:07 AM,20.321,63.186,13.110,,,,,,,,,,
89,11/12/14 12:19:07 AM,21.179,59.906,13.102,,,,,,,,,,
90,11/12/14 12:24:07 AM,20.321,57.235,11.603,,,,,,,,,,
91,11/12/14 12:29:07 AM,20.535,61.382,12.869,,,,,,,,,,
92,11/12/14 12:34:07 AM,21.322,58.492,12.871,,,,,,,,,,
93,11/12/14 12:39:07 AM,20.011,61.055,12.294,,,,,,,,,,
94,11/12/14 12:44:07 AM,20.678,60.495,12.781,,,,,,,,,,
95,11/12/14 12:49:07 AM,21.393,58.166,12.853,,,,,,,,,,
96,11/12/14 12:54:07 AM,20.011,62.653,12.688,,,,,,,,,,
97,11/12/14 12:59:07 AM,20.821,59.971,12.783,,,,,,,,,,
98,11/12/14 01:04:07 AM,21.250,55.556,12.019,,,,,,,,,,
99,11/12/14 01:09:07 AM,20.106,62.187,12.664,,,,,,,,,,
100,11/12/14 01:14:07 AM,20.988,58.930,12.672,,,,,,,,,,
101,11/12/14 01:19:07 AM,20.940,53.712,11.220,,,,,,,,,,
102,11/12/14 01:24:07 AM,20.273,60.915,12.506,,,,,,,,,,
103,11/12/14 01:29:07 AM,21.107,57.938,12.525,,,,,,,,,,
104,11/12/14 01:34:07 AM,20.440,53.393,10.666,,,,,,,,,,
105,11/12/14 01:39:07 AM,20.392,60.146,12.424,,,,,,,,,,
106,11/12/14 01:44:07 AM,21.226,57.526,12.527,,,,,,,,,,
107,11/12/14 01:49:07 AM,20.106,58.090,11.627,,,,,,,,,,
108,11/12/14 01:54:07 AM,20.559,59.625,12.448,,,,,,,,,,
109,11/12/14 01:59:07 AM,21.298,57.106,12.483,,,,,,,,,,
110,11/12/14 02:04:07 AM,20.011,60.903,12.256,,,,,,,,,,
111,11/12/14 02:09:07 AM,20.749,58.831,12.423,,,,,,,,,,
112,11/12/14 02:14:07 AM,21.346,55.354,12.053,,,,,,,,,,
113,11/12/14 02:19:07 AM,19.963,61.168,12.277,,,,,,,,,,
114,11/12/14 02:24:07 AM,20.845,58.051,12.309,,,,,,,,,,
115,11/12/14 02:29:07 AM,21.274,54.289,11.691,,,,,,,,,,
116,11/12/14 02:34:07 AM,20.106,60.464,12.236,,,,,,,,,,
117,11/12/14 02:39:07 AM,20.964,57.486,12.271,,,,,,,,,,
118,11/12/14 02:44:07 AM,20.892,53.114,11.007,,,,,,,,,,
119,11/12/14 02:49:07 AM,20.249,59.941,12.238,,,,,,,,,,
120,11/12/14 02:54:07 AM,21.083,57.166,12.298,,,,,,,,,,
121,11/12/14 02:59:07 AM,20.463,52.836,10.531,,,,,,,,,,
122,11/12/14 03:04:07 AM,20.368,59.747,12.300,,,,,,,,,,
123,11/12/14 03:09:07 AM,21.179,57.088,12.366,,,,,,,,,,
124,11/12/14 03:14:07 AM,20.178,56.968,11.399,,,,,,,,,,
125,11/12/14 03:19:07 AM,20.511,58.916,12.221,,,,,,,,,,
126,11/12/14 03:24:07 AM,21.250,56.452,12.263,,,,,,,,,,
127,11/12/14 03:29:07 AM,20.035,59.147,11.834,,,,,,,,,,
128,11/12/14 03:34:07 AM,20.630,58.232,12.155,,,,,,,,,,
129,11/12/14 03:39:07 AM,21.322,56.123,12.240,,,,,,,,,,
130,11/12/14 03:44:07 AM,19.987,60.112,12.035,,,,,,,,,,
131,11/12/14 03:49:07 AM,20.702,58.182,12.209,,,,,,,,,,
132,11/12/14 03:54:07 AM,21.370,56.068,12.270,,,,,,,,,,
133,11/12/14 03:59:07 AM,19.940,60.710,12.140,,,,,,,,,,
134,11/12/14 04:04:07 AM,20.773,58.040,12.239,,,,,,,,,,
135,11/12/14 04:09:07 AM,21.346,55.230,12.019,,,,,,,,,,
136,11/12/14 04:14:07 AM,19.963,60.623,12.141,,,,,,,,,,
137,11/12/14 04:19:07 AM,20.821,57.679,12.189,,,,,,,,,,
138,11/12/14 04:24:07 AM,21.298,54.199,11.688,,,,,,,,,,
139,11/12/14 04:29:07 AM,20.035,60.301,12.127,,,,,,,,,,
140,11/12/14 04:34:07 AM,20.869,57.318,12.138,,,,,,,,,,
141,11/12/14 04:39:07 AM,21.179,53.591,11.407,,,,,,,,,,
142,11/12/14 04:44:07 AM,20.035,60.150,12.089,,,,,,,,,,
143,11/12/14 04:49:07 AM,20.892,57.168,12.120,,,,,,,,,,
144,11/12/14 04:54:07 AM,21.155,53.214,11.278,,,,,,,,,,
145,11/12/14 04:59:07 AM,20.082,59.671,12.012,,,,,,,,,,
146,11/12/14 05:04:07 AM,20.940,56.898,12.093,,,,,,,,,,
147,11/12/14 05:09:07 AM,21.083,52.923,11.129,,,,,,,,,,
148,11/12/14 05:14:07 AM,20.154,59.379,12.005,,,,,,,,,,
149,11/12/14 05:19:07 AM,20.988,56.875,12.131,,,,,,,,,,
150,11/12/14 05:24:07 AM,21.012,52.726,11.007,,,,,,,,,,
151,11/12/14 05:29:07 AM,20.178,59.352,12.020,,,,,,,,,,
152,11/12/14 05:34:07 AM,21.012,56.755,12.121,,,,,,,,,,
153,11/12/14 05:39:07 AM,20.940,52.778,10.955,,,,,,,,,,
154,11/12/14 05:44:07 AM,20.201,59.629,12.114,,,,,,,,,,
155,11/12/14 05:49:07 AM,21.012,57.186,12.236,,,,,,,,,,
156,11/12/14 05:54:07 AM,20.821,52.668,10.814,,,,,,,,,,
157,11/12/14 05:59:07 AM,20.201,59.751,12.145,,,,,,,,,,
158,11/12/14 06:04:07 AM,21.012,57.125,12.220,,,,,,,,,,
159,11/12/14 06:09:07 AM,20.916,52.899,10.968,,,,,,,,,,
160,11/12/14 06:14:07 AM,20.201,59.660,12.121,,,,,,,,,,
161,11/12/14 06:19:07 AM,21.012,57.063,12.204,,,,,,,,,,
162,11/12/14 06:24:07 AM,20.821,52.793,10.849,,,,,,,,,,
163,11/12/14 06:29:07 AM,20.273,59.732,12.207,,,,,,,,,,
164,11/12/14 06:34:07 AM,21.059,57.255,12.299,,,,,,,,,,
165,11/12/14 06:39:07 AM,20.606,52.825,10.660,,,,,,,,,,
166,11/12/14 06:44:07 AM,20.321,60.741,12.507,,,,,,,,,,
167,11/12/14 06:49:07 AM,21.083,58.577,12.670,,,,,,,,,,
168,11/12/14 06:54:07 AM,20.297,55.940,11.235,,,,,,,,,,
169,11/12/14 06:59:07 AM,20.368,61.445,12.728,,,,,,,,,,
170,11/12/14 07:04:07 AM,21.131,58.952,12.812,,,,,,,,,,
171,11/12/14 07:09:07 AM,20.344,56.040,11.306,,,,,,,,,,
172,11/12/14 07:14:07 AM,20.392,61.116,12.668,,,,,,,,,,
173,11/12/14 07:19:07 AM,21.131,58.279,12.636,,,,,,,,,,
174,11/12/14 07:24:07 AM,20.368,53.755,10.702,,,,,,,,,,
175,11/12/14 07:29:07 AM,20.273,60.643,12.437,,,,,,,,,,
176,11/12/14 07:34:07 AM,21.059,57.900,12.470,,,,,,,,,,
177,11/12/14 07:39:07 AM,20.630,53.077,10.754,,,,,,,,,,
178,11/12/14 07:44:07 AM,20.225,60.362,12.322,,,,,,,,,,
179,11/12/14 07:49:07 AM,21.036,57.589,12.366,,,,,,,,,,
180,11/12/14 07:54:07 AM,20.797,53.225,10.950,,,,,,,,,,
181,11/12/14 07:59:07 AM,20.201,59.964,12.199,,,,,,,,,,
182,11/12/14 08:04:07 AM,21.012,57.094,12.212,,,,,,,,,,
183,11/12/14 08:09:07 AM,20.797,52.758,10.817,,,,,,,,,,
184,11/12/14 08:14:07 AM,20.225,59.177,12.020,,,,,,,,,,
185,11/12/14 08:19:07 AM,21.012,56.540,12.064,,,,,,,,,,
186,11/12/14 08:24:07 AM,20.654,52.395,10.581,,,,,,,,,,
187,11/12/14 08:29:07 AM,20.178,59.108,11.958,,,,,,,,,,
188,11/12/14 08:34:07 AM,20.988,56.505,12.032,,,,,,,,,,
189,11/12/14 08:39:07 AM,20.869,52.581,10.833,,,,,,,,,,
190,11/12/14 08:44:07 AM,20.154,59.165,11.950,,,,,,,,,,
191,11/12/14 08:49:07 AM,20.964,56.687,12.058,,,,,,,,,,
192,11/12/14 08:54:07 AM,21.776,50.069,10.932,,,,,,,,,,
193,11/12/14 08:59:07 AM,23.021,51.718,12.570,,,,,,,,,,
194,11/12/14 09:04:07 AM,23.910,44.139,10.981,,,,,,,,,,
195,11/12/14 09:09:07 AM,24.537,48.395,12.949,,,,,,,,,,
196,11/12/14 09:14:07 AM,24.465,41.407,10.520,,,,,,,,,,
197,11/12/14 09:19:07 AM,25.070,47.694,13.212,,,,,,,,,,
198,11/12/14 09:24:02 AM,,,,,,,Logged,,Logged,,,,
199,11/12/14 09:24:07 AM,24.779,40.361,10.418,,Logged,,,,,,,,
200,11/12/14 09:29:07 AM,24.973,46.847,12.849,,,,,,,,,,
201,11/12/14 09:34:07 AM,25.142,40.401,10.757,,,,,,,,,,
202,11/12/14 09:39:07 AM,24.465,40.065,10.027,,,,,,,,,,
203,11/12/14 09:44:07 AM,25.555,43.584,12.276,,,,,,,,,,
204,11/12/14 09:49:07 AM,24.779,38.751,9.809,,,,,,,,,,
205,11/12/14 09:54:07 AM,25.458,47.261,13.426,,,,,,,,,,
206,11/12/14 09:59:07 AM,25.191,42.728,11.646,,,,,,,,,,
207,11/12/14 10:04:07 AM,24.827,48.752,13.327,,,,,,,,,,
208,11/12/14 10:09:07 AM,25.555,46.080,13.126,,,,,,,,,,
209,11/12/14 10:14:07 AM,24.827,40.760,10.609,,,,,,,,,,
210,11/12/14 10:19:07 AM,25.191,51.855,14.613,,,,,,,,,,
211,11/12/14 10:24:07 AM,25.312,43.393,11.990,,,,,Logged,,,,,
212,11/12/14 10:29:07 AM,24.658,39.594,10.022,,,,,,,,,,
213,11/12/14 10:34:07 AM,25.312,51.999,14.768,,,,,,,,,,
214,11/12/14 10:39:07 AM,25.239,42.864,11.738,,,,,,,,,,
215,11/12/14 10:44:07 AM,24.610,40.507,10.320,,,,,,,,,,
216,11/12/14 10:49:07 AM,25.652,49.722,14.387,,,,,,,,,,
217,11/12/14 10:54:07 AM,25.142,41.351,11.108,,,,,,,,,,
218,11/12/14 10:59:07 AM,24.537,39.778,9.984,,,,,,,,,,
219,11/12/14 11:04:07 AM,25.628,49.239,14.214,,,,,,,,,,
220,11/12/14 11:09:07 AM,25.118,41.185,11.025,,,,,,,,,,
221,11/12/14 11:14:07 AM,24.561,41.091,10.492,,,,,,,,,,
222,11/12/14 11:19:07 AM,25.652,48.666,14.055,,,,,,,,,,
223,11/12/14 11:24:07 AM,25.142,41.056,11.000,,,,,,,,,,
224,11/12/14 11:29:07 AM,24.682,42.475,11.099,,,,,,,,,,
225,11/12/14 11:34:07 AM,25.652,44.505,12.682,,,,,,,,,,
226,11/12/14 11:39:07 AM,24.973,39.496,10.266,,,,,,,,,,
227,11/12/14 11:44:07 AM,24.973,46.975,12.891,,,,,,,,,,
228,11/12/14 11:49:07 AM,25.506,43.676,12.264,,,,,,,,,,
229,11/12/14 11:54:07 AM,24.803,39.083,9.958,,,,,,,,,,
230,11/12/14 11:59:07 AM,24.779,44.305,11.824,,,,,,,,,,
231,11/12/14 12:04:07 PM,25.652,44.992,12.849,,,,,,,,,,
232,11/12/14 12:09:07 PM,25.021,39.566,10.336,,,,,,,,,,
233,11/12/14 12:14:07 PM,25.021,47.303,13.042,,,,,,,,,,
234,11/12/14 12:19:07 PM,25.628,43.657,12.367,,,,,,,,,,
235,11/12/14 12:24:07 PM,24.997,39.169,10.163,,,,,,,,,,
236,11/12/14 12:29:07 PM,25.312,48.942,13.831,,,,,,,,,,
237,11/12/14 12:34:07 PM,25.603,42.840,12.058,,,,,,,,,,
238,11/12/14 12:39:07 PM,25.045,38.449,9.929,,,,,,,,,,
239,11/12/14 12:44:07 PM,25.264,48.744,13.724,,,,,,,,,,
240,11/12/14 12:49:07 PM,25.603,43.264,12.207,,,,,,,,,,
241,11/12/14 12:54:07 PM,24.997,38.741,9.999,,,,,,,,,,
242,11/12/14 12:59:07 PM,24.876,45.223,12.223,,,,,,,,,,
243,11/12/14 01:04:07 PM,25.749,44.971,12.930,,,,,,,,,,
244,11/12/14 01:09:07 PM,25.142,39.448,10.399,,,,,,,,,,
245,11/12/14 01:14:07 PM,24.876,45.255,12.234,,,,,,,,,,
246,11/12/14 01:19:07 PM,25.774,45.201,13.030,,,,,,,,,,
247,11/12/14 01:24:07 PM,25.167,39.582,10.472,,,,,,,,,,
248,11/12/14 01:29:07 PM,24.755,42.125,11.039,,,,,,,,,,
249,11/12/14 01:34:07 PM,25.774,47.300,13.727,,,,,,,,,,
250,11/12/14 01:39:07 PM,25.239,40.345,10.824,,,,,,,,,,
251,11/12/14 01:44:07 PM,24.706,40.976,10.580,,,,,,,,,,
252,11/12/14 01:49:07 PM,25.847,48.627,14.220,,,,,,,,,,
253,11/12/14 01:54:07 PM,25.312,40.911,11.098,,,,,,,,,,
254,11/12/14 01:59:07 PM,24.755,38.485,9.684,,,,,,,,,,
255,11/12/14 02:04:07 PM,25.579,51.146,14.758,,,,,,,,,,
256,11/12/14 02:09:07 PM,25.409,41.969,11.571,,,,,,,,,,
257,11/12/14 02:14:07 PM,24.803,38.589,9.768,,,,,,,,,,
258,11/12/14 02:19:07 PM,25.021,48.265,13.350,,,,,,,,,,
259,11/12/14 02:24:07 PM,25.652,44.570,12.705,,,,,,,,,,
260,11/12/14 02:29:07 PM,25.070,39.440,10.331,,,,,,,,,,
261,11/12/14 02:34:07 PM,24.827,44.343,11.881,,,,,,,,,,
262,11/12/14 02:39:07 PM,25.847,46.309,13.468,,,,,,,,,,
263,11/12/14 02:44:07 PM,25.239,40.313,10.811,,,,,,,,,,
264,11/12/14 02:49:07 PM,24.706,37.952,9.434,,,,,,,,,,
265,11/12/14 02:54:07 PM,25.264,50.086,14.143,,,,,,,,,,
266,11/12/14 02:59:07 PM,25.798,45.624,13.195,,,,,,,,,,
267,11/12/14 03:04:07 PM,25.288,39.199,10.434,,,,,,,,,,
268,11/12/14 03:09:07 PM,24.852,37.901,9.543,,,,,,,,,,
269,11/12/14 03:14:07 PM,24.465,37.003,8.843,,,,,,,,,,
270,11/12/14 03:19:07 PM,24.852,46.510,12.629,,,,,,,,,,
271,11/12/14 03:24:07 PM,25.676,45.059,12.894,,,,,,,,,,
272,11/12/14 03:29:07 PM,25.142,39.382,10.374,,,,,,,,,,
273,11/12/14 03:34:07 PM,24.731,42.546,11.167,,,,,,,,,,
274,11/12/14 03:39:07 PM,25.895,46.896,13.706,,,,,,,,,,
275,11/12/14 03:44:07 PM,25.288,40.186,10.808,,,,,,,,,,
276,11/12/14 03:49:07 PM,24.852,41.678,10.966,,,,,,,,,,
277,11/12/14 03:54:07 PM,25.993,47.874,14.113,,,,,,,,,,
278,11/12/14 03:59:07 PM,25.385,40.394,10.972,,,,,,,,,,
279,11/12/14 04:04:07 PM,24.852,37.835,9.517,,,,,,,,,,
280,11/12/14 04:09:07 PM,25.798,51.621,15.103,,,,,,,,,,
281,11/12/14 04:14:07 PM,25.555,41.724,11.613,,,,,,,,,,
282,11/12/14 04:19:07 PM,24.997,38.114,9.755,,,,,,,,,,
283,11/12/14 04:24:07 PM,25.312,48.142,13.577,,,,,,,,,,
284,11/12/14 04:29:07 PM,25.725,43.180,12.287,,,,,,,,,,
285,11/12/14 04:34:07 PM,25.094,38.982,10.178,,,,,,,,,,
286,11/12/14 04:39:07 PM,25.118,46.510,12.871,,,,,,,,,,
287,11/12/14 04:44:07 PM,25.871,44.433,12.856,,,,,,,,,,
288,11/12/14 04:49:07 PM,25.239,39.161,10.376,,,,,,,,,,
289,11/12/14 04:54:07 PM,24.997,44.071,11.941,,,,,,,,,,
290,11/12/14 04:59:07 PM,25.968,45.289,13.236,,,,,,,,,,
291,11/12/14 05:04:07 PM,25.361,39.504,10.615,,,,,,,,,,
292,11/12/14 05:09:07 PM,24.803,37.235,9.236,,,,,,,,,,
293,11/12/14 05:14:07 PM,25.676,50.905,14.774,,,,,,,,,,
294,11/12/14 05:19:07 PM,25.506,41.587,11.520,,,,,,,,,,
295,11/12/14 05:24:07 PM,24.948,38.373,9.813,,,,,,,,,,
296,11/12/14 05:29:07 PM,25.603,50.577,14.606,,,,,,,,,,
297,11/12/14 05:34:07 PM,25.603,41.860,11.707,,,,,,,,,,
298,11/12/14 05:39:07 PM,25.021,38.380,9.881,,,,,,,,,,
299,11/12/14 05:44:07 PM,25.385,48.856,13.870,,,,,,,,,,
300,11/12/14 05:49:07 PM,25.725,43.245,12.310,,,,,,,,,,
301,11/12/14 05:54:07 PM,25.191,38.959,10.255,,,,,,,,,,
302,11/12/14 05:59:07 PM,24.973,44.328,12.007,,,,,,,,,,
303,11/12/14 06:04:07 PM,25.944,45.448,13.268,,,,,,,,,,
304,11/12/14 06:09:07 PM,25.361,39.734,10.702,,,,,,,,,,
305,11/12/14 06:14:07 PM,24.827,37.832,9.494,,,,,,,,,,
306,11/12/14 06:19:07 PM,25.847,50.959,14.947,,,,,,,,,,
307,11/12/14 06:24:07 PM,25.531,41.459,11.495,,,,,,,,,,
308,11/12/14 06:29:07 PM,24.997,38.312,9.833,,,,,,,,,,
309,11/12/14 06:34:07 PM,25.385,48.504,13.759,,,,,,,,,,
310,11/12/14 06:39:07 PM,25.652,42.976,12.150,,,,,,,,,,
311,11/12/14 06:44:07 PM,25.118,38.753,10.111,,,,,,,,,,
312,11/12/14 06:49:07 PM,25.070,45.278,12.417,,,,,,,,,,
313,11/12/14 06:54:07 PM,25.895,44.956,13.057,,,,,,,,,,
314,11/12/14 06:59:07 PM,25.312,39.630,10.620,,,,,,,,,,
315,11/12/14 07:04:07 PM,24.827,39.940,10.304,,,,,,,,,,
316,11/12/14 07:09:07 PM,25.968,47.936,14.111,,,,,,,,,,
317,11/12/14 07:14:07 PM,25.458,40.796,11.186,,,,,,,,,,
318,11/12/14 07:19:07 PM,24.876,38.102,9.643,,,,,,,,,,
319,11/12/14 07:24:07 PM,25.652,50.583,14.653,,,,,,,,,,
320,11/12/14 07:29:07 PM,25.628,42.614,11.999,,,,,,,,,,
321,11/12/14 07:34:07 PM,25.070,38.913,10.130,,,,,,,,,,
322,11/12/14 07:39:07 PM,25.603,50.162,14.479,,,,,,,,,,
323,11/12/14 07:44:07 PM,25.676,42.587,12.033,,,,,,,,,,
324,11/12/14 07:49:07 PM,25.142,38.921,10.198,,,,,,,,,,
325,11/12/14 07:54:07 PM,25.239,47.169,13.197,,,,,,,,,,
326,11/12/14 07:59:07 PM,25.847,44.008,12.687,,,,,,,,,,
327,11/12/14 08:04:07 PM,25.312,39.268,10.482,,,,,,,,,,
328,11/12/14 08:09:07 PM,25.021,43.490,11.761,,,,,,,,,,
329,11/12/14 08:14:07 PM,25.993,45.810,13.434,,,,,,,,,,
330,11/12/14 08:19:07 PM,25.433,39.939,10.845,,,,,,,,,,
331,11/12/14 08:24:07 PM,24.924,37.677,9.519,,,,,,,,,,
332,11/12/14 08:29:07 PM,25.628,50.293,14.541,,,,,,,,,,
333,11/12/14 08:34:07 PM,25.579,42.739,12.000,,,,,,,,,,
334,11/12/14 08:39:07 PM,23.237,42.312,9.739,,,,,,,,,,
335,11/12/14 08:44:07 PM,22.949,59.941,14.775,,,,,,,,,,
336,11/12/14 08:49:07 PM,21.823,51.837,11.500,,,,,,,,,,
337,11/12/14 08:54:07 PM,21.728,65.285,14.949,,,,,,,,,,
338,11/12/14 08:59:07 PM,21.561,58.988,13.224,,,,,,,,,,
339,11/12/14 09:04:07 PM,20.821,67.065,14.503,,,,,,,,,,
340,11/12/14 09:09:07 PM,21.513,71.320,16.124,,,,,,,,,,
341,11/12/14 09:14:07 PM,20.797,59.693,12.689,,,,,,,,,,
342,11/12/14 09:19:07 PM,20.726,71.493,15.406,,,,,,,,,,
343,11/12/14 09:24:07 PM,21.465,72.742,16.389,,,,,,,,,,
344,11/12/14 09:29:07 PM,20.487,63.484,13.340,,,,,,,,,,
345,11/12/14 09:34:07 PM,20.797,72.701,15.737,,,,,,,,,,
346,11/12/14 09:39:07 PM,21.489,72.834,16.432,,,,,,,,,,
347,11/12/14 09:44:07 PM,20.297,65.992,13.755,,,,,,,,,,
