"Plot Title: HOBO 1A Chamber 1"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10561439, SEN S/N: 10561439)","RH, % (LGR S/N: 10561439, SEN S/N: 10561439)","DewPt, °C (LGR S/N: 10561439, SEN S/N: 10561439)","Button Down (LGR S/N: 10561439, SEN S/N: 10561439)","Button Up (LGR S/N: 10561439, SEN S/N: 10561439)","Stopped (LGR S/N: 10561439, SEN S/N: 10561439)","End Of File (LGR S/N: 10561439, SEN S/N: 10561439)"
4650,07/24/2014 01:59:00 PM,22.541,70.130,16.846,,,,
4651,07/24/2014 02:00:00 PM,22.541,70.219,16.866,,,,
4652,07/24/2014 02:01:00 PM,22.517,70.303,16.862,,,,
4653,07/24/2014 02:02:00 PM,22.541,70.425,16.912,,,,
4654,07/24/2014 02:03:00 PM,22.541,70.602,16.952,,,,
4655,07/24/2014 02:04:00 PM,22.541,70.041,16.826,,,,
4656,07/24/2014 02:05:00 PM,22.541,70.160,16.852,,,,
4657,07/24/2014 02:06:00 PM,22.541,70.101,16.839,,,,
4658,07/24/2014 02:07:00 PM,22.517,70.185,16.835,,,,
4659,07/24/2014 02:08:00 PM,22.541,70.189,16.859,,,,
4660,07/24/2014 02:09:00 PM,22.541,70.278,16.879,,,,
4661,07/24/2014 02:10:00 PM,22.541,70.189,16.859,,,,
4662,07/24/2014 02:11:00 PM,22.517,70.155,16.829,,,,
4663,07/24/2014 02:12:00 PM,22.517,70.096,16.815,,,,
4664,07/24/2014 02:13:00 PM,22.517,70.244,16.848,,,,
4665,07/24/2014 02:14:00 PM,22.517,70.244,16.848,,,,
4666,07/24/2014 02:15:00 PM,22.541,70.307,16.886,,,,
4667,07/24/2014 02:16:00 PM,22.541,70.307,16.886,,,,
4668,07/24/2014 02:17:00 PM,22.541,70.219,16.866,,,,
4669,07/24/2014 02:18:00 PM,22.541,70.219,16.866,,,,
4670,07/24/2014 02:19:00 PM,22.565,70.223,16.890,,,,
4671,07/24/2014 02:20:00 PM,22.541,70.101,16.839,,,,
4672,07/24/2014 02:21:00 PM,22.517,70.067,16.809,,,,
4673,07/24/2014 02:22:00 PM,22.517,70.185,16.835,,,,
4674,07/24/2014 02:23:00 PM,22.517,70.332,16.868,,,,
4675,07/24/2014 02:24:00 PM,22.517,70.244,16.848,,,,
4676,07/24/2014 02:25:00 PM,22.517,70.303,16.862,,,,
4677,07/24/2014 02:26:00 PM,22.517,70.480,16.901,,,,
4678,07/24/2014 02:27:00 PM,22.517,70.332,16.868,,,,
4679,07/24/2014 02:28:00 PM,22.517,70.126,16.822,,,,
4680,07/24/2014 02:29:00 PM,22.493,70.180,16.811,,,,
4681,07/24/2014 02:30:00 PM,22.517,70.244,16.848,,,,
4682,07/24/2014 02:31:00 PM,22.493,70.269,16.831,,,,
4683,07/24/2014 02:32:00 PM,22.541,70.396,16.906,,,,
4684,07/24/2014 02:33:00 PM,22.541,70.278,16.879,,,,
4685,07/24/2014 02:34:00 PM,22.541,70.484,16.925,,,,
4686,07/24/2014 02:35:00 PM,22.541,70.307,16.886,,,,
4687,07/24/2014 02:36:00 PM,22.565,70.312,16.910,,,,
4688,07/24/2014 02:37:00 PM,22.565,70.489,16.949,,,,
4689,07/24/2014 02:38:00 PM,22.565,70.371,16.923,,,,
4690,07/24/2014 02:39:00 PM,22.565,70.223,16.890,,,,
4691,07/24/2014 02:40:00 PM,22.565,70.135,16.870,,,,
4692,07/24/2014 02:41:00 PM,22.565,70.135,16.870,,,,
4693,07/24/2014 02:42:00 PM,22.565,70.223,16.890,,,,
4694,07/24/2014 02:43:00 PM,22.565,70.253,16.896,,,,
4695,07/24/2014 02:44:00 PM,22.541,70.396,16.906,,,,
4696,07/24/2014 02:45:00 PM,22.565,70.253,16.896,,,,
4697,07/24/2014 02:46:00 PM,22.565,70.105,16.863,,,,
4698,07/24/2014 02:47:00 PM,22.541,70.189,16.859,,,,
4699,07/24/2014 02:48:00 PM,22.565,70.253,16.896,,,,
4700,07/24/2014 02:49:00 PM,22.541,70.278,16.879,,,,
4701,07/24/2014 02:50:00 PM,22.565,69.987,16.837,,,,
4702,07/24/2014 02:51:00 PM,22.565,70.046,16.850,,,,
4703,07/24/2014 02:52:00 PM,22.565,70.253,16.896,,,,
4704,07/24/2014 02:53:00 PM,22.565,70.371,16.923,,,,
4705,07/24/2014 02:54:00 PM,22.565,70.371,16.923,,,,
4706,07/24/2014 02:55:00 PM,22.541,70.307,16.886,,,,
4707,07/24/2014 02:56:00 PM,22.565,70.075,16.856,,,,
4708,07/24/2014 02:57:00 PM,22.541,70.189,16.859,,,,
4709,07/24/2014 02:58:00 PM,22.541,70.189,16.859,,,,
4710,07/24/2014 02:59:00 PM,22.541,70.101,16.839,,,,
4711,07/24/2014 03:00:00 PM,22.541,70.307,16.886,,,,
4712,07/24/2014 03:01:00 PM,22.565,70.430,16.936,,,,
4713,07/24/2014 03:02:00 PM,22.541,70.189,16.859,,,,
4714,07/24/2014 03:03:00 PM,22.541,70.189,16.859,,,,
4715,07/24/2014 03:04:00 PM,22.541,70.248,16.872,,,,
4716,07/24/2014 03:05:00 PM,22.541,70.337,16.892,,,,
4717,07/24/2014 03:06:00 PM,22.541,70.278,16.879,,,,
4718,07/24/2014 03:07:00 PM,22.517,70.214,16.842,,,,
4719,07/24/2014 03:08:00 PM,22.517,69.978,16.789,,,,
4720,07/24/2014 03:09:00 PM,22.517,70.067,16.809,,,,
4721,07/24/2014 03:10:00 PM,22.493,70.092,16.791,,,,
4722,07/24/2014 03:11:00 PM,22.517,70.067,16.809,,,,
4723,07/24/2014 03:12:00 PM,22.517,70.155,16.829,,,,
4724,07/24/2014 03:13:00 PM,22.517,70.126,16.822,,,,
4725,07/24/2014 03:14:00 PM,22.517,70.244,16.848,,,,
4726,07/24/2014 03:15:00 PM,22.517,70.332,16.868,,,,
4727,07/24/2014 03:16:00 PM,22.493,70.151,16.805,,,,
4728,07/24/2014 03:17:00 PM,22.517,70.126,16.822,,,,
4729,07/24/2014 03:18:00 PM,22.517,70.244,16.848,,,,
4730,07/24/2014 03:19:00 PM,22.493,70.239,16.824,,,,
4731,07/24/2014 03:20:00 PM,22.517,70.008,16.795,,,,
4732,07/24/2014 03:21:00 PM,22.517,70.273,16.855,,,,
4733,07/24/2014 03:22:00 PM,22.517,70.391,16.882,,,,
4734,07/24/2014 03:23:00 PM,22.541,70.248,16.872,,,,
4735,07/24/2014 03:24:00 PM,22.541,70.278,16.879,,,,
4736,07/24/2014 03:25:00 PM,22.541,70.307,16.886,,,,
4737,07/24/2014 03:26:00 PM,22.541,70.101,16.839,,,,
4738,07/24/2014 03:27:00 PM,22.541,70.219,16.866,,,,
4739,07/24/2014 03:28:00 PM,22.565,70.164,16.876,,,,
4740,07/24/2014 03:29:00 PM,22.541,70.071,16.833,,,,
4741,07/24/2014 03:30:00 PM,22.541,70.101,16.839,,,,
4742,07/24/2014 03:31:00 PM,22.541,70.160,16.852,,,,
4743,07/24/2014 03:32:00 PM,22.517,70.185,16.835,,,,
4744,07/24/2014 03:33:00 PM,22.541,70.071,16.833,,,,
4745,07/24/2014 03:34:00 PM,22.541,70.248,16.872,,,,
4746,07/24/2014 03:35:00 PM,22.541,70.425,16.912,,,,
4747,07/24/2014 03:36:00 PM,22.541,70.278,16.879,,,,
4748,07/24/2014 03:37:00 PM,22.541,70.071,16.833,,,,
4749,07/24/2014 03:38:00 PM,22.541,70.071,16.833,,,,
4750,07/24/2014 03:39:00 PM,22.517,70.067,16.809,,,,
4751,07/24/2014 03:40:00 PM,22.517,70.008,16.795,,,,
4752,07/24/2014 03:41:00 PM,22.517,70.273,16.855,,,,
4753,07/24/2014 03:42:00 PM,22.493,70.534,16.891,,,,
4754,07/24/2014 03:43:00 PM,22.517,70.391,16.882,,,,
4755,07/24/2014 03:44:00 PM,22.517,70.244,16.848,,,,
4756,07/24/2014 03:45:00 PM,22.517,70.303,16.862,,,,
4757,07/24/2014 03:46:00 PM,22.517,70.332,16.868,,,,
4758,07/24/2014 03:47:00 PM,22.517,70.303,16.862,,,,
4759,07/24/2014 03:48:00 PM,22.541,69.982,16.813,,,,
4760,07/24/2014 03:49:00 PM,22.517,69.978,16.789,,,,
4761,07/24/2014 03:50:00 PM,22.517,70.067,16.809,,,,
4762,07/24/2014 03:51:00 PM,22.517,70.185,16.835,,,,
4763,07/24/2014 03:52:00 PM,22.517,70.303,16.862,,,,
4764,07/24/2014 03:53:00 PM,22.517,70.214,16.842,,,,
4765,07/24/2014 03:54:00 PM,22.493,70.269,16.831,,,,
4766,07/24/2014 03:55:00 PM,22.517,70.391,16.882,,,,
4767,07/24/2014 03:56:00 PM,22.517,70.096,16.815,,,,
4768,07/24/2014 03:57:00 PM,22.541,70.041,16.826,,,,
4769,07/24/2014 03:58:00 PM,22.517,70.155,16.829,,,,
4770,07/24/2014 03:59:00 PM,22.517,70.244,16.848,,,,
4771,07/24/2014 04:00:00 PM,22.517,70.126,16.822,,,,
4772,07/24/2014 04:01:00 PM,22.517,70.244,16.848,,,,
4773,07/24/2014 04:02:00 PM,22.517,70.244,16.848,,,,
4774,07/24/2014 04:03:00 PM,22.517,70.185,16.835,,,,
4775,07/24/2014 04:04:00 PM,22.517,70.391,16.882,,,,
4776,07/24/2014 04:05:00 PM,22.517,70.244,16.848,,,,
4777,07/24/2014 04:06:00 PM,22.517,70.273,16.855,,,,
4778,07/24/2014 04:07:00 PM,22.541,70.130,16.846,,,,
4779,07/24/2014 04:08:00 PM,22.517,70.126,16.822,,,,
4780,07/24/2014 04:09:00 PM,22.517,70.037,16.802,,,,
4781,07/24/2014 04:10:00 PM,22.517,70.155,16.829,,,,
4782,07/24/2014 04:11:00 PM,22.493,70.269,16.831,,,,
4783,07/24/2014 04:12:00 PM,22.493,70.151,16.805,,,,
4784,07/24/2014 04:13:00 PM,22.493,70.269,16.831,,,,
4785,07/24/2014 04:14:00 PM,22.517,70.598,16.928,,,,
4786,07/24/2014 04:15:00 PM,22.541,70.219,16.866,,,,
4787,07/24/2014 04:16:00 PM,22.541,70.071,16.833,,,,
4788,07/24/2014 04:17:00 PM,22.541,70.012,16.819,,,,
4789,07/24/2014 04:18:00 PM,22.493,70.121,16.798,,,,
4790,07/24/2014 04:19:00 PM,22.517,70.244,16.848,,,,
4791,07/24/2014 04:20:00 PM,22.517,70.303,16.862,,,,
4792,07/24/2014 04:21:00 PM,22.517,70.214,16.842,,,,
4793,07/24/2014 04:22:00 PM,22.517,70.185,16.835,,,,
4794,07/24/2014 04:23:00 PM,22.493,70.092,16.791,,,,
4795,07/24/2014 04:24:00 PM,22.517,70.155,16.829,,,,
4796,07/24/2014 04:25:00 PM,22.517,70.067,16.809,,,,
4797,07/24/2014 04:26:00 PM,22.493,70.092,16.791,,,,
4798,07/24/2014 04:27:00 PM,22.493,70.180,16.811,,,,
4799,07/24/2014 04:28:00 PM,22.517,70.155,16.829,,,,
4800,07/24/2014 04:29:00 PM,22.493,69.944,16.758,,,,
4801,07/24/2014 04:30:00 PM,22.493,70.121,16.798,,,,
4802,07/24/2014 04:31:00 PM,22.110,67.264,15.778,,,,
4803,07/24/2014 04:32:00 PM,21.871,64.980,15.012,,,,
4804,07/24/2014 04:33:00 PM,21.752,65.199,14.951,,,,
4805,07/24/2014 04:34:00 PM,21.752,65.469,15.015,,,,
4806,07/24/2014 04:35:00 PM,21.823,65.152,15.007,,,,
4807,07/24/2014 04:36:00 PM,21.895,64.684,14.963,,,,
4808,07/24/2014 04:37:00 PM,21.991,64.159,14.927,,,,
4809,07/24/2014 04:38:00 PM,22.062,63.749,14.896,,,,
4810,07/24/2014 04:39:00 PM,22.110,63.304,14.832,,,,
4811,07/24/2014 04:40:00 PM,22.134,63.036,14.789,,,,
4812,07/24/2014 04:41:00 PM,22.158,63.131,14.835,,,,
4813,07/24/2014 04:42:00 PM,22.158,62.980,14.798,,,,
4814,07/24/2014 04:43:00 PM,22.158,63.070,14.820,,,,
4815,07/24/2014 04:44:00 PM,22.158,62.919,14.783,,,,
4816,07/24/2014 04:45:00 PM,22.134,62.945,14.767,,,,
4817,07/24/2014 04:46:00 PM,22.134,62.855,14.744,,,,
4818,07/24/2014 04:47:00 PM,22.134,62.855,14.744,,,,
4819,07/24/2014 04:48:00 PM,22.134,62.976,14.774,,,,
4820,07/24/2014 04:49:00 PM,22.110,63.304,14.832,,,,
4821,07/24/2014 04:50:00 PM,22.134,63.006,14.781,,,,
4822,07/24/2014 04:51:00 PM,22.110,63.002,14.758,,,,
4823,07/24/2014 04:52:00 PM,22.110,63.213,14.810,,,,
4824,07/24/2014 04:53:00 PM,22.110,63.093,14.780,,,,
4825,07/24/2014 04:54:00 PM,22.110,62.972,14.750,,,,
4826,07/24/2014 04:55:00 PM,22.110,63.153,14.795,,,,
4827,07/24/2014 04:56:00 PM,22.086,63.240,14.794,,,,
4828,07/24/2014 04:57:00 PM,22.086,63.119,14.764,,,,
4829,07/24/2014 04:58:00 PM,22.086,63.451,14.846,,,,
4830,07/24/2014 04:59:00 PM,22.086,63.119,14.764,,,,
4831,07/24/2014 05:00:00 PM,22.086,62.786,14.682,,,,
4832,07/24/2014 05:01:00 PM,22.062,62.994,14.711,,,,
4833,07/24/2014 05:02:00 PM,22.062,63.387,14.807,,,,
4834,07/24/2014 05:03:00 PM,22.062,63.357,14.800,,,,
4835,07/24/2014 05:04:00 PM,22.062,63.024,14.718,,,,
4836,07/24/2014 05:05:00 PM,22.062,63.145,14.748,,,,
4837,07/24/2014 05:06:00 PM,22.062,63.115,14.740,,,,
4838,07/24/2014 05:07:00 PM,22.062,62.994,14.711,,,,
4839,07/24/2014 05:08:00 PM,22.062,63.054,14.726,,,,
4840,07/24/2014 05:09:00 PM,22.039,63.050,14.702,,,,
4841,07/24/2014 05:10:00 PM,22.062,63.145,14.748,,,,
4842,07/24/2014 05:11:00 PM,22.039,63.322,14.769,,,,
4843,07/24/2014 05:12:00 PM,22.039,63.322,14.769,,,,
4844,07/24/2014 05:13:00 PM,22.039,63.292,14.761,,,,
4845,07/24/2014 05:14:00 PM,22.062,63.236,14.770,,,,
4846,07/24/2014 05:15:00 PM,22.062,63.145,14.748,,,,
4847,07/24/2014 05:16:00 PM,22.086,63.149,14.771,,,,
4848,07/24/2014 05:17:00 PM,22.086,63.058,14.749,,,,
4849,07/24/2014 05:18:00 PM,22.062,62.782,14.658,,,,
4850,07/24/2014 05:19:00 PM,22.062,62.933,14.696,,,,
4851,07/24/2014 05:20:00 PM,22.039,62.899,14.665,,,,
4852,07/24/2014 05:21:00 PM,22.039,62.869,14.657,,,,
4853,07/24/2014 05:22:00 PM,22.039,63.171,14.732,,,,
4854,07/24/2014 05:23:00 PM,22.039,63.171,14.732,,,,
4855,07/24/2014 05:24:00 PM,22.015,63.107,14.693,,,,
4856,07/24/2014 05:25:00 PM,22.015,63.228,14.723,,,,
4857,07/24/2014 05:26:00 PM,22.015,63.046,14.678,,,,
4858,07/24/2014 05:27:00 PM,22.015,63.318,14.745,,,,
4859,07/24/2014 05:28:00 PM,22.015,62.895,14.641,,,,
4860,07/24/2014 05:29:00 PM,21.991,62.922,14.625,,,,
4861,07/24/2014 05:30:00 PM,21.991,63.073,14.662,,,,
4862,07/24/2014 05:31:00 PM,21.991,63.194,14.692,,,,
4863,07/24/2014 05:32:00 PM,21.991,63.345,14.729,,,,
4864,07/24/2014 05:33:00 PM,22.015,63.318,14.745,,,,
4865,07/24/2014 05:34:00 PM,22.015,63.228,14.723,,,,
4866,07/24/2014 05:35:00 PM,22.015,63.107,14.693,,,,
4867,07/24/2014 05:36:00 PM,22.039,63.292,14.761,,,,
4868,07/24/2014 05:37:00 PM,22.039,63.081,14.709,,,,
4869,07/24/2014 05:38:00 PM,22.039,63.020,14.695,,,,
4870,07/24/2014 05:39:00 PM,22.039,63.202,14.739,,,,
4871,07/24/2014 05:40:00 PM,22.039,63.050,14.702,,,,
4872,07/24/2014 05:41:00 PM,22.015,63.046,14.678,,,,
4873,07/24/2014 05:42:00 PM,22.015,63.046,14.678,,,,
4874,07/24/2014 05:43:00 PM,22.015,63.137,14.701,,,,
4875,07/24/2014 05:44:00 PM,22.015,63.198,14.716,,,,
4876,07/24/2014 05:45:00 PM,22.015,63.077,14.686,,,,
4877,07/24/2014 05:46:00 PM,21.991,62.982,14.640,,,,
4878,07/24/2014 05:47:00 PM,21.991,63.194,14.692,,,,
4879,07/24/2014 05:48:00 PM,21.991,63.194,14.692,,,,
4880,07/24/2014 05:49:00 PM,21.991,63.042,14.655,,,,
4881,07/24/2014 05:50:00 PM,21.991,63.073,14.662,,,,
4882,07/24/2014 05:51:00 PM,21.991,63.163,14.684,,,,
4883,07/24/2014 05:52:00 PM,21.991,63.284,14.714,,,,
4884,07/24/2014 05:53:00 PM,21.991,63.254,14.707,,,,
4885,07/24/2014 05:54:00 PM,22.015,63.167,14.708,,,,
4886,07/24/2014 05:55:00 PM,22.015,63.077,14.686,,,,
4887,07/24/2014 05:56:00 PM,22.015,63.198,14.716,,,,
4888,07/24/2014 05:57:00 PM,22.015,63.016,14.671,,,,
4889,07/24/2014 05:58:00 PM,22.015,63.046,14.678,,,,
4890,07/24/2014 05:59:00 PM,21.991,63.254,14.707,,,,
4891,07/24/2014 06:00:00 PM,22.015,63.167,14.708,,,,
4892,07/24/2014 06:01:00 PM,22.015,63.137,14.701,,,,
4893,07/24/2014 06:02:00 PM,22.015,63.046,14.678,,,,
4894,07/24/2014 06:03:00 PM,22.015,63.077,14.686,,,,
4895,07/24/2014 06:04:00 PM,22.015,62.986,14.663,,,,
4896,07/24/2014 06:05:00 PM,22.015,63.137,14.701,,,,
4897,07/24/2014 06:06:00 PM,22.015,63.077,14.686,,,,
4898,07/24/2014 06:07:00 PM,22.015,63.228,14.723,,,,
4899,07/24/2014 06:08:00 PM,22.015,62.986,14.663,,,,
4900,07/24/2014 06:09:00 PM,22.015,63.137,14.701,,,,
4901,07/24/2014 06:10:00 PM,22.015,63.167,14.708,,,,
4902,07/24/2014 06:11:00 PM,22.015,63.137,14.701,,,,
4903,07/24/2014 06:12:00 PM,22.039,62.869,14.657,,,,
4904,07/24/2014 06:13:00 PM,22.015,63.137,14.701,,,,
4905,07/24/2014 06:14:00 PM,22.039,63.171,14.732,,,,
4906,07/24/2014 06:15:00 PM,22.039,63.262,14.754,,,,
4907,07/24/2014 06:16:00 PM,22.039,62.990,14.687,,,,
4908,07/24/2014 06:17:00 PM,22.039,62.869,14.657,,,,
4909,07/24/2014 06:18:00 PM,22.015,62.925,14.649,,,,
4910,07/24/2014 06:19:00 PM,22.015,62.956,14.656,,,,
4911,07/24/2014 06:20:00 PM,22.015,63.077,14.686,,,,
4912,07/24/2014 06:21:00 PM,22.015,63.077,14.686,,,,
4913,07/24/2014 06:22:00 PM,22.015,62.714,14.596,,,,
4914,07/24/2014 06:23:00 PM,21.991,63.012,14.647,,,,
4915,07/24/2014 06:24:00 PM,21.991,63.073,14.662,,,,
4916,07/24/2014 06:25:00 PM,21.991,63.194,14.692,,,,
4917,07/24/2014 06:26:00 PM,21.967,63.310,14.698,,,,
4918,07/24/2014 06:27:00 PM,21.991,63.284,14.714,,,,
4919,07/24/2014 06:28:00 PM,21.991,63.224,14.699,,,,
4920,07/24/2014 06:29:00 PM,21.991,63.133,14.677,,,,
4921,07/24/2014 06:30:00 PM,21.991,63.073,14.662,,,,
4922,07/24/2014 06:31:00 PM,21.991,63.254,14.707,,,,
4923,07/24/2014 06:32:00 PM,21.991,63.405,14.744,,,,
4924,07/24/2014 06:33:00 PM,21.991,63.254,14.707,,,,
4925,07/24/2014 06:34:00 PM,22.015,63.107,14.693,,,,
4926,07/24/2014 06:35:00 PM,22.015,63.107,14.693,,,,
4927,07/24/2014 06:36:00 PM,22.015,63.198,14.716,,,,
4928,07/24/2014 06:37:00 PM,22.039,63.050,14.702,,,,
4929,07/24/2014 06:38:00 PM,22.015,63.016,14.671,,,,
4930,07/24/2014 06:39:00 PM,22.015,63.167,14.708,,,,
4931,07/24/2014 06:40:00 PM,22.015,63.046,14.678,,,,
4932,07/24/2014 06:41:00 PM,22.015,63.107,14.693,,,,
4933,07/24/2014 06:42:00 PM,22.015,63.077,14.686,,,,
4934,07/24/2014 06:43:00 PM,21.991,63.224,14.699,,,,
4935,07/24/2014 06:44:00 PM,22.015,63.198,14.716,,,,
4936,07/24/2014 06:45:00 PM,21.991,63.284,14.714,,,,
4937,07/24/2014 06:46:00 PM,22.015,63.500,14.790,,,,
4938,07/24/2014 06:47:00 PM,21.991,63.194,14.692,,,,
4939,07/24/2014 06:48:00 PM,22.015,63.228,14.723,,,,
4940,07/24/2014 06:49:00 PM,22.015,63.288,14.738,,,,
4941,07/24/2014 06:50:00 PM,22.015,63.258,14.730,,,,
4942,07/24/2014 06:51:00 PM,22.015,63.228,14.723,,,,
4943,07/24/2014 06:52:00 PM,22.039,63.262,14.754,,,,
4944,07/24/2014 06:53:00 PM,22.015,63.016,14.671,,,,
4945,07/24/2014 06:54:00 PM,22.015,62.925,14.649,,,,
4946,07/24/2014 06:55:00 PM,22.015,62.925,14.649,,,,
4947,07/24/2014 06:56:00 PM,21.991,63.042,14.655,,,,
4948,07/24/2014 06:57:00 PM,21.991,63.375,14.736,,,,
4949,07/24/2014 06:58:00 PM,21.991,63.435,14.751,,,,
4950,07/24/2014 06:59:00 PM,22.015,63.258,14.730,,,,
4951,07/24/2014 07:00:00 PM,22.015,63.077,14.686,,,,
4952,07/24/2014 07:01:00 PM,22.015,63.198,14.716,,,,
4953,07/24/2014 07:02:00 PM,22.015,63.167,14.708,,,,
4954,07/24/2014 07:03:00 PM,22.039,63.081,14.709,,,,
4955,07/24/2014 07:04:00 PM,22.039,63.202,14.739,,,,
4956,07/24/2014 07:05:00 PM,22.039,63.292,14.761,,,,
4957,07/24/2014 07:06:00 PM,22.039,63.050,14.702,,,,
4958,07/24/2014 07:07:00 PM,22.015,62.925,14.649,,,,
4959,07/24/2014 07:08:00 PM,22.039,63.141,14.724,,,,
4960,07/24/2014 07:09:00 PM,22.015,63.077,14.686,,,,
4961,07/24/2014 07:10:00 PM,22.015,63.167,14.708,,,,
4962,07/24/2014 07:11:00 PM,22.015,63.258,14.730,,,,
4963,07/24/2014 07:12:00 PM,22.015,63.016,14.671,,,,
4964,07/24/2014 07:13:00 PM,22.015,62.805,14.619,,,,
4965,07/24/2014 07:14:00 PM,21.991,63.163,14.684,,,,
4966,07/24/2014 07:15:00 PM,21.991,63.194,14.692,,,,
4967,07/24/2014 07:16:00 PM,21.991,63.133,14.677,,,,
4968,07/24/2014 07:17:00 PM,21.967,63.280,14.691,,,,
4969,07/24/2014 07:18:00 PM,21.967,63.190,14.668,,,,
4970,07/24/2014 07:19:00 PM,21.991,63.314,14.722,,,,
4971,07/24/2014 07:20:00 PM,21.991,63.224,14.699,,,,
4972,07/24/2014 07:21:00 PM,21.991,63.103,14.670,,,,
4973,07/24/2014 07:22:00 PM,21.991,63.284,14.714,,,,
4974,07/24/2014 07:23:00 PM,21.991,63.012,14.647,,,,
4975,07/24/2014 07:24:00 PM,21.967,63.280,14.691,,,,
4976,07/24/2014 07:25:00 PM,21.967,63.129,14.653,,,,
4977,07/24/2014 07:26:00 PM,21.967,63.310,14.698,,,,
4978,07/24/2014 07:27:00 PM,21.967,63.280,14.691,,,,
4979,07/24/2014 07:28:00 PM,21.967,63.129,14.653,,,,
4980,07/24/2014 07:29:00 PM,21.967,63.310,14.698,,,,
4981,07/24/2014 07:30:00 PM,21.967,63.220,14.676,,,,
4982,07/24/2014 07:31:00 PM,21.991,63.254,14.707,,,,
4983,07/24/2014 07:32:00 PM,21.991,63.103,14.670,,,,
4984,07/24/2014 07:33:00 PM,21.991,63.284,14.714,,,,
4985,07/24/2014 07:34:00 PM,21.991,63.405,14.744,,,,
4986,07/24/2014 07:35:00 PM,21.991,63.254,14.707,,,,
4987,07/24/2014 07:36:00 PM,22.015,62.986,14.663,,,,
4988,07/24/2014 07:37:00 PM,22.015,63.107,14.693,,,,
4989,07/24/2014 07:38:00 PM,22.015,62.956,14.656,,,,
4990,07/24/2014 07:39:00 PM,21.991,62.982,14.640,,,,
4991,07/24/2014 07:40:00 PM,21.991,63.224,14.699,,,,
4992,07/24/2014 07:41:00 PM,21.991,63.103,14.670,,,,
4993,07/24/2014 07:42:00 PM,21.991,63.224,14.699,,,,
4994,07/24/2014 07:43:00 PM,21.991,63.133,14.677,,,,
4995,07/24/2014 07:44:00 PM,21.991,63.345,14.729,,,,
4996,07/24/2014 07:45:00 PM,21.991,63.254,14.707,,,,
4997,07/24/2014 07:46:00 PM,22.015,63.318,14.745,,,,
4998,07/24/2014 07:47:00 PM,22.015,63.137,14.701,,,,
4999,07/24/2014 07:48:00 PM,22.015,63.077,14.686,,,,
5000,07/24/2014 07:49:00 PM,22.015,63.288,14.738,,,,
5001,07/24/2014 07:50:00 PM,22.015,63.107,14.693,,,,
5002,07/24/2014 07:51:00 PM,22.015,63.167,14.708,,,,
5003,07/24/2014 07:52:00 PM,22.015,62.986,14.663,,,,
5004,07/24/2014 07:53:00 PM,21.991,63.163,14.684,,,,
5005,07/24/2014 07:54:00 PM,21.991,63.133,14.677,,,,
5006,07/24/2014 07:55:00 PM,21.967,63.310,14.698,,,,
5007,07/24/2014 07:56:00 PM,21.991,63.375,14.736,,,,
5008,07/24/2014 07:57:00 PM,21.991,63.224,14.699,,,,
5009,07/24/2014 07:58:00 PM,21.991,63.284,14.714,,,,
5010,07/24/2014 07:59:00 PM,21.991,63.073,14.662,,,,
5011,07/24/2014 08:00:00 PM,21.967,63.280,14.691,,,,
5012,07/24/2014 08:01:00 PM,21.967,63.220,14.676,,,,
5013,07/24/2014 08:02:00 PM,21.991,63.194,14.692,,,,
5014,07/24/2014 08:03:00 PM,21.991,63.194,14.692,,,,
5015,07/24/2014 08:04:00 PM,21.991,63.224,14.699,,,,
5016,07/24/2014 08:05:00 PM,22.015,63.318,14.745,,,,
5017,07/24/2014 08:06:00 PM,21.991,63.254,14.707,,,,
5018,07/24/2014 08:07:00 PM,21.991,63.224,14.699,,,,
5019,07/24/2014 08:08:00 PM,21.991,63.133,14.677,,,,
5020,07/24/2014 08:09:00 PM,21.991,63.284,14.714,,,,
5021,07/24/2014 08:10:00 PM,21.991,63.103,14.670,,,,
5022,07/24/2014 08:11:00 PM,21.991,63.012,14.647,,,,
5023,07/24/2014 08:12:00 PM,21.991,63.194,14.692,,,,
5024,07/24/2014 08:13:00 PM,21.991,63.314,14.722,,,,
5025,07/24/2014 08:14:00 PM,21.991,63.194,14.692,,,,
5026,07/24/2014 08:15:00 PM,21.991,63.042,14.655,,,,
5027,07/24/2014 08:16:00 PM,21.991,63.103,14.670,,,,
5028,07/24/2014 08:17:00 PM,21.967,63.280,14.691,,,,
5029,07/24/2014 08:18:00 PM,21.991,63.375,14.736,,,,
5030,07/24/2014 08:19:00 PM,21.991,63.496,14.766,,,,
5031,07/24/2014 08:20:00 PM,21.991,63.194,14.692,,,,
5032,07/24/2014 08:21:00 PM,22.015,63.137,14.701,,,,
5033,07/24/2014 08:22:00 PM,22.015,63.077,14.686,,,,
5034,07/24/2014 08:23:00 PM,22.015,63.167,14.708,,,,
5035,07/24/2014 08:24:00 PM,22.015,63.077,14.686,,,,
5036,07/24/2014 08:25:00 PM,22.015,63.198,14.716,,,,
5037,07/24/2014 08:26:00 PM,21.991,63.254,14.707,,,,
5038,07/24/2014 08:27:00 PM,22.015,63.349,14.753,,,,
5039,07/24/2014 08:28:00 PM,22.015,63.137,14.701,,,,
5040,07/24/2014 08:29:00 PM,21.991,63.163,14.684,,,,
5041,07/24/2014 08:30:00 PM,22.015,63.167,14.708,,,,
